cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/31/2016,6/1/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0000414,38,37,8,,41.71315,38.71742,6.000817,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/libertarians_johnson_makes_little_dent_in_clinton_trump_race",44184,66155,6/3/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/24/2016,5/30/2016,"Morning Consult","",4002,"rv",.0000411,42,39,,,44.72261,41.39456,,,"","https://morningconsultintelligence.com/media/mc/160510_crosstabs_STACKED_TREND_v1_AP.pdf",44171,66103,6/1/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"Alaska",1/5/2016,1/12/2016,"Ivan Moore Research","C",651,"rv",.0000385,44.1,49.3,,,41.69934,46.37996,,,"","http://www.adn.com/politics/article/adn-poll-alaskans-trump-sanders-president/2016/01/24/",35997,66088,5/31/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/1/2016,8/7/2016,"USC Dornsife/LA Times","",2117,"lv",.0000381,45.03,43.77,,,47.24252,40.25918,,,"","http://latimes.com/politics/",44787,68583,8/8/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"Missouri",3/3/2016,3/4/2016,"Remington","",903,"lv",.0000376,38,43,,,35.87145,39.42948,,,"","http://moscout.com/wp-content/uploads/2016/03/MOScout-Weekly-Poll-March-5.pdf",44358,67241,6/18/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/27/2016,5/31/2016,"Ipsos","A-",1219,"lv",.0000357,46,34.8,,,46.31467,34.52809,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44168,66093,6/1/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"Alabama",1/12/2016,1/12/2016,"Strategy Research","",2700,"rv",.0000356,32,68,,,31.65341,65.77355,,,"","http://wkrg.com/2016/07/21/trump-wins-alabama-but-some-supporters-may-not-like-him/",44863,68764,8/16/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/31/2016,8/6/2016,"USC Dornsife/LA Times","",2146,"lv",.0000354,44.66,43.96,,,46.90367,40.43491,,,"","http://latimes.com/politics/",44782,68575,8/7/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/5/2016,6/9/2016,"Ipsos","A-",812,"lv",.000035,43.9,29,7.1,,46.85905,31.31073,5.840654,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44211,67549,6/30/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/26/2016,5/30/2016,"Ipsos","A-",1199,"lv",.0000336,46.1,35.4,,,46.39602,35.1188,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44169,66094,6/1/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/30/2016,8/5/2016,"USC Dornsife/LA Times","",2126,"lv",.0000324,44.55,44.25,,,46.82243,40.71081,,,"","http://latimes.com/politics/",44780,68569,8/6/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/25/2016,5/29/2016,"Ipsos","A-",1205,"lv",.0000324,45.8,35.5,,,46.07733,35.20955,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44158,66095,6/1/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",2/2/2016,2/4/2016,"Quinnipiac University","A-",1125,"rv",.0000323,46,41,,,46.32163,39.81139,,,"","http://www.quinnipiac.edu/images/polling/us/us02052016_Ust53w.pdf",36031,65484,5/5/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/29/2016,8/4/2016,"USC Dornsife/LA Times","",2205,"lv",.0000315,45.18,44.64,,,47.48268,41.07812,,,"","http://latimes.com/politics/",44772,68525,8/5/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"Iowa",11/10/2015,11/16/2015,"Morning Consult","",641,"rv",.0000313,41,40,,,42.00382,38.68364,,,"","http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_IA_FINAL.pdf",35392,47309,12/7/15,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"Nevada",11/10/2015,11/16/2015,"Morning Consult","",628,"rv",.0000309,41,44,,,42.18964,43.03773,,,"","http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NV_FINAL.pdf",35395,47327,12/7/15,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"South Carolina",11/10/2015,11/16/2015,"Morning Consult","",627,"rv",.0000309,41,44,,,42.71642,43.89493,,,"","http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_SC_FINAL.pdf",35394,47321,12/7/15,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/24/2016,5/28/2016,"Ipsos","A-",1190,"lv",.0000306,44.4,35.9,,,44.66011,35.60044,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44159,66096,6/1/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/23/2016,5/27/2016,"Ipsos","A-",1239,"lv",.0000305,43.2,37.3,,,43.44363,36.99308,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44153,66066,5/28/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/26/2016,8/1/2016,"USC Dornsife/LA Times","",2171,"lv",.0000301,43.11,45.32,,,45.56699,41.69464,,,"","http://latimes.com/politics/",44744,68421,8/2/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/23/2016,5/24/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.00003,40,39,,,41.05389,38.11335,,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44152,66065,5/27/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/27/2016,8/2/2016,"USC Dornsife/LA Times","",2186,"lv",.0000298,43.7,45.26,,,46.09753,41.64415,,,"","http://latimes.com/politics/",44755,68461,8/3/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/28/2016,8/3/2016,"USC Dornsife/LA Times","",2175,"lv",.0000298,44.83,44.17,,,47.1822,40.56733,,,"","http://latimes.com/politics/",44762,68489,8/4/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"New Hampshire",2/20/2016,2/28/2016,"University of New Hampshire","B+",628,"lv",.0000297,47,39,,,45.17472,38.00746,,,"","https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_winter_presgen022916.pdf",44069,66115,6/2/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/22/2016,5/26/2016,"Ipsos","A-",1236,"lv",.0000292,42.1,38.5,,,42.33381,38.17953,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44154,66067,5/28/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",3/26/2016,3/29/2016,"YouGov","B",1613,"rv",.0000283,45,41,,,44.45303,41.10653,,,"","https://today.yougov.com/news/2016/03/31/trump-still-leads/",36675,50512,4/6/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/8/2016,8/14/2016,"SurveyMonkey","C-",15179,"rv",.0000282,43,37,11,,46.9235,39.84129,5.135149,,"","https://www.scribd.com/document/321277283/NBC-News-SurveyMonkey-Toplines-and-Methodology-8-8-8-14?secret_password=kn8HkRF6D2HoWP7ICAXM",44859,68756,8/16/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/25/2016,7/31/2016,"USC Dornsife/LA Times","",2211,"lv",.000028,42.13,46.23,,,44.64779,42.5944,,,"","http://latimes.com/politics/",44718,68365,8/1/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/8/2016,6/9/2016,"Morning Consult","",1362,"rv",.0000272,39,33,10,,44.42094,38.01292,6.147575,,"","https://morningconsult.com/wp-content/uploads/2016/06/160605_topline_Topicals_v3_TS.pdf",44213,66414,6/13/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",1/21/2016,1/24/2016,"CNN/Opinion Research Corp.","A-",907,"rv",.0000269,48,47,,,46.74815,44.20966,,,"","http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html",35971,65638,5/5/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/21/2016,5/25/2016,"Ipsos","A-",1181,"lv",.0000267,43.8,37.3,,,44.01767,36.96969,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44155,66068,5/28/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/20/2016,5/24/2016,"Ipsos","A-",1232,"lv",.0000267,42.3,37.2,,,42.50154,36.85984,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44139,66041,5/24/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"New Hampshire",11/6/2015,11/16/2015,"Morning Consult","",530,"rv",.0000261,45,38,,,45.88878,36.11758,,,"","http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NH_FINAL.pdf",35393,47315,12/7/15,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/19/2016,5/23/2016,"Ipsos","A-",1254,"lv",.000026,41.8,37.7,,,41.98295,37.3606,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44140,66042,5/24/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/24/2016,7/30/2016,"USC Dornsife/LA Times","",2220,"lv",.0000259,41.91,46.14,,,44.48408,42.48878,,,"","http://latimes.com/politics/",44715,68359,7/31/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/14/2016,7/20/2016,"USC Dornsife/LA Times","",2050,"lv",.0000258,43.38,42.79,,,46.38205,39.27277,,,"","http://latimes.com/politics/",44649,68150,7/21/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/15/2016,7/21/2016,"USC Dornsife/LA Times","",2083,"lv",.0000257,43.18,43.39,,,46.14759,39.85197,,,"","http://latimes.com/politics/",44662,68190,7/22/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/3/2016,8/5/2016,"The Times-Picayune/Lucid","",1359,"lv",.0000253,46,34,7,,48.62451,37.23832,3.992853,,"","https://luc.id/2016-presidential-tracker/",46178,72237,9/28/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/17/2016,7/23/2016,"USC Dornsife/LA Times","",2143,"lv",.0000246,41.68,45.12,,,44.585,41.53124,,,"","http://latimes.com/politics/",44670,68216,7/24/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/23/2016,7/29/2016,"USC Dornsife/LA Times","",2286,"lv",.0000246,41.66,46.58,,,44.29263,42.92988,,,"","http://latimes.com/politics/",44708,68312,7/30/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"Montana",11/16/2015,11/23/2015,"Montana State University Billings","B+",435,"a",.0000246,30,51.4,,,29.36801,47.2397,,,"","http://www.msubillings.edu/urelations/releases/2015/POLL_2015.pdf",35823,66394,6/8/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/13/2016,7/19/2016,"USC Dornsife/LA Times","",1953,"lv",.0000244,42.6,42.8,,,45.63495,39.30345,,,"","http://www.latimes.com/politics/",44631,68086,7/20/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",12/10/2015,12/13/2015,"ABC News/Washington Post","A+",851,"rv",.0000244,50,44,,,47.94726,41.59629,,,"","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-dec-10-13-2015/1914/",35444,47540,12/21/15,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/18/2016,5/22/2016,"Ipsos","A-",1225,"lv",.0000244,42.6,36.6,,,42.76517,36.26336,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44141,66043,5/24/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/16/2016,7/22/2016,"USC Dornsife/LA Times","",2010,"lv",.0000241,42.27,44.23,,,45.20819,40.6695,,,"","http://latimes.com/politics/",44667,68213,7/23/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/16/2016,5/20/2016,"Ipsos","A-",1299,"lv",.0000237,41.7,37.9,,,41.82314,37.58175,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44090,65971,5/20/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/17/2016,5/21/2016,"Ipsos","A-",1241,"lv",.0000237,42.8,36.8,,,42.94496,36.46562,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44142,66044,5/24/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"South Carolina",11/7/2015,11/8/2015,"Public Policy Polling","B+",1290,"v",.0000236,42,47,,,41.29414,43.97942,,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_SC_111715.pdf",35362,47298,11/19/15,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/17/2016,5/18/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0000231,37,42,,,37.94321,41.11557,,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44085,65964,5/19/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/5/2016,5/9/2016,"Morning Consult","",6005,"rv",.000023,44,38,,,46.20901,40.33682,,,"","https://morningconsult.com/2016/05/hillary-clinton-donald-trump-general-election-polling/",44050,65736,5/11/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/12/2016,7/18/2016,"USC Dornsife/LA Times","",1907,"lv",.0000229,42.2,43.3,,,45.24785,39.82945,,,"","http://www.latimes.com/politics/",44620,68032,7/19/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/18/2016,7/24/2016,"USC Dornsife/LA Times","",2094,"lv",.0000229,41.32,45.44,,,44.17097,41.83973,,,"","http://latimes.com/politics/",44673,68220,7/25/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/2/2016,8/4/2016,"The Times-Picayune/Lucid","",1321,"lv",.0000225,46,34,6,,48.64606,37.21446,3.022863,,"","https://luc.id/2016-presidential-tracker/",46177,72236,9/28/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/22/2016,7/28/2016,"USC Dornsife/LA Times","",2188,"lv",.0000221,40.56,46.69,,,43.24728,43.04195,,,"","http://latimes.com/politics/",44705,68304,7/29/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/15/2016,5/19/2016,"Ipsos","A-",1259,"lv",.000022,42.2,37.3,,,42.31179,36.98198,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44091,65972,5/20/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/4/2016,6/8/2016,"Ipsos","A-",526,"lv",.0000218,41.8,30.8,6.5,,44.75112,33.10486,5.232023,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44212,67550,6/30/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/19/2016,7/25/2016,"USC Dornsife/LA Times","",2102,"lv",.0000216,41.1,46.32,,,43.90081,42.72149,,,"","http://latimes.com/politics/",44684,68237,7/26/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/11/2016,7/17/2016,"USC Dornsife/LA Times","",1885,"lv",.0000216,42.2,42.9,,,45.23692,39.46498,,,"","http://www.latimes.com/politics/",44615,68024,7/18/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/11/2016,5/15/2016,"Morning Consult","",3971,"rv",.0000214,42,40,,,44.44837,42.38011,,,"","https://morningconsult.com/2016/05/poll-trump-barely-leads-trump-nationally/",44073,65939,5/17/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/1/2016,8/3/2016,"The Times-Picayune/Lucid","",1363,"lv",.0000213,45,35,6,,47.66314,38.18867,3.051553,,"","https://luc.id/2016-presidential-tracker/",46176,72235,9/28/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/14/2016,5/18/2016,"Ipsos","A-",1249,"lv",.0000209,42.9,37,,,42.98406,36.69468,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44092,65973,5/20/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/21/2016,7/27/2016,"USC Dornsife/LA Times","",2150,"lv",.0000208,40.13,47.42,,,42.86905,43.77891,,,"","http://latimes.com/politics/",44699,68297,7/28/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/13/2016,5/17/2016,"Ipsos","A-",1279,"lv",.0000205,43.3,38.3,,,43.35582,37.99986,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44074,65943,5/18/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/20/2016,7/26/2016,"USC Dornsife/LA Times","",2112,"lv",.0000204,40.41,46.98,,,43.18417,43.36051,,,"","http://latimes.com/politics/",44691,68288,7/27/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/10/2016,7/16/2016,"USC Dornsife/LA Times","",1828,"lv",.00002,41.7,42.8,,,44.72544,39.37087,,,"","http://www.latimes.com/politics/",44607,68006,7/17/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/12/2016,5/16/2016,"Ipsos","A-",1221,"lv",.0000188,42.9,38.6,,,42.93354,38.30215,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44075,65944,5/18/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/9/2016,7/15/2016,"USC Dornsife/LA Times","",1755,"lv",.0000184,41.8,42.2,,,44.8309,38.78446,,,"","http://www.latimes.com/politics/la-na-pol-usc-lat-tracking-poll-20160705-snap-story.html",44604,68002,7/16/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",1/9/2016,1/13/2016,"NBC News/Wall Street Journal","A-",800,"rv",.0000183,51,41,,,49.99109,40.83987,,,"","https://www.scribd.com/doc/295919133/NBC-WSJ-January-Poll",35865,48203,1/17/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/10/2016,5/14/2016,"Ipsos","A-",1240,"lv",.0000175,43.2,38.8,,,43.16937,38.4852,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44077,65946,5/18/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/11/2016,5/15/2016,"Ipsos","A-",1185,"lv",.0000175,43.9,37.7,,,43.90309,37.3951,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44076,65945,5/18/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/9/2016,5/13/2016,"Ipsos","A-",1266,"lv",.0000172,42.6,39.9,,,42.53239,39.57984,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44054,65742,5/15/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"Virginia",1/18/2016,1/26/2016,"Roanoke College","C+",524,"lv",.0000168,52,35,,,49.91112,33.7882,,,"","http://www.roanoke.edu/Documents/rcpoll/RCPoll.Jan2016.Topline_Exit%20poll.pdf",36049,48930,2/7/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/18/2016,8/19/2016,"Google Consumer Surveys","B",900,"lv",.0000165,37.4,30.4,10.4,,45.38583,37.99762,7.280684,,"","https://s3.amazonaws.com/redoakstrategic-gcs/RedOakStrategic_NationalGCSSurvey_Aug232016.pdf",44916,68902,8/23/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/8/2016,5/12/2016,"Ipsos","A-",1243,"lv",.0000162,40.5,40.4,,,40.39647,40.07538,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44055,65743,5/15/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/8/2016,7/14/2016,"USC Dornsife/LA Times","",1608,"lv",.0000161,40.9,42.1,,,43.93694,38.69817,,,"","http://www.latimes.com/politics/la-na-pol-usc-lat-tracking-poll-20160705-snap-story.html",44593,67966,7/15/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/7/2016,5/11/2016,"Ipsos","A-",1286,"lv",.000016,43.3,38.2,,,43.15143,37.86647,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44056,65744,5/15/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/6/2016,5/10/2016,"Ipsos","A-",1338,"lv",.000016,41.2,40.1,,,41.0064,39.75756,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44045,65724,5/11/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",1/4/2016,1/7/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1006,"rv",.0000157,44,47,,,44.79778,46.16914,,,"","http://www.foxnews.com/politics/interactive/2016/01/08/fox-news-poll-national-presidential-race-obama-ratings/",35804,48022,1/8/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/7/2016,7/13/2016,"USC Dornsife/LA Times","",1607,"lv",.0000154,40.4,43.2,,,43.42512,39.80743,,,"","http://www.latimes.com/politics/la-na-pol-usc-lat-tracking-poll-20160705-snap-story.html",44594,67967,7/15/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/19/2016,5/23/2016,"Morning Consult","",2001,"rv",.0000153,38,35,10,,43.20158,39.91896,5.926352,,"","https://morningconsult.com/2016/05/donald-trump-tax-returns-poll-results/",44124,66013,5/24/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/5/2016,5/9/2016,"Ipsos","A-",1321,"lv",.0000151,39.9,40.2,,,39.66373,39.85181,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44046,65725,5/11/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",3/10/2016,3/12/2016,"YouGov","B",1647,"rv",.0000151,43,42,,,42.26394,41.87681,,,"","https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/",36616,65509,5/5/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/6/2016,7/12/2016,"USC Dornsife/LA Times","",1600,"lv",.0000147,40.3,43.6,,,43.29235,40.21119,,,"","http://www.latimes.com/politics/la-na-pol-usc-lat-tracking-poll-20160705-snap-story.html",44595,67968,7/15/16,"16:28:47 25 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/4/2016,5/8/2016,"Ipsos","A-",1325,"lv",.0000145,42.2,37.6,,,41.91941,37.2418,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44047,65726,5/11/16,"16:28:47 25 Oct 2016"
