1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,INCUMBENT.INDICATOR..I.,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
4356,TX,Texas,34,n/a,,,,,Party Votes:,D,45062,,23452,,,,,,,,,
4357,TX,Texas,34,n/a,,,,,,,,,,,,,,,,,,
4358,TX,Texas,34,H0TX27053,,Jessica Puente,Bradshaw,"Bradshaw, Jessica Puente",,R,4409,34.58%,5309,55.33%,52448,36.23%,,,,,,
4359,TX,Texas,34,H2TX34055,,Adela,Garza,"Garza, Adela",,R,4632,36.33%,4287,44.67%,,,,,,,,
4360,TX,Texas,34,H4TX15076,,Paul B.,Haring,"Haring, Paul B.",,R,3710,29.10%,,,,,,,,,,
4361,TX,Texas,34,n/a,,,,,Party Votes:,R,12751,,9596,,,,,,,,,
4362,TX,Texas,34,H2TX34089,,"Steven ""Ziggy""",Shanklin,"Shanklin, Steven ""Ziggy""",,LIB,*,,,,2724,1.88%,,,,,,"* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
4363,TX,Texas,34,n/a,,,,,District Votes:,,57813,,33048,,144778,,,,,,,
4364,TX,Texas,,n/a,,,,DISTRICT 35,,,,,,,,,,,,,,
4365,TX,Texas,35,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",,D,14559,73.25%,,,105626,63.95%,,,,,W,
4366,TX,Texas,35,H2TX35037,,Sylvia,Romo,"Romo, Sylvia",,D,4212,21.19%,,,,,,,,,,
4367,TX,Texas,35,H2TX35045,,Maria Luisa,Alvarado,"Alvarado, Maria Luisa",,D,1105,5.56%,,,,,,,,,,
4368,TX,Texas,35,n/a,,,,,Party Votes:,D,19876,,,,,,,,,,,
4369,TX,Texas,35,H2TX35029,,Susan,Narvaiz,"Narvaiz, Susan",,R,6040,51.78%,,,52894,32.02%,,,,,,
4370,TX,Texas,35,H2TX35078,,Rob,Roark,"Roark, Rob",,R,3454,29.61%,,,,,,,,,,
4371,TX,Texas,35,H2TX35060,,John,Yoggerst,"Yoggerst, John",,R,2171,18.61%,,,,,,,,,,
4372,TX,Texas,35,n/a,,,,,Party Votes:,R,11665,,,,,,,,,,,
4373,TX,Texas,35,H8TX28203,,Ross Lynn,Leone,"Leone, Ross Lynn",,LIB,*,,,,4082,2.47%,,,,,,"* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
4374,TX,Texas,35,H2TX35094,,Meghan,Owen,"Owen, Meghan",,GRE,*,,,,2540,1.54%,,,,,,"* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
4375,TX,Texas,35,H2TX35086,,Simon,Alvarado,"Alvarado, Simon",,W,,,,,37,0.02%,,,,,,
4376,TX,Texas,35,n/a,,,,,District Votes:,,31541,,,,165179,,,,,,,
4377,TX,Texas,,n/a,,,,DISTRICT 36,,,,,,,,,,,,,,
4378,TX,Texas,36,H6TX22143,,Steve,Stockman,"Stockman, Steve",,R,11858,21.78%,21472,55.27%,165405,70.74%,,,,,W,
4379,TX,Texas,36,H2TX36084,,Stephen,Takach,"Takach, Stephen",,R,12208,22.43%,17378,44.73%,,,,,,,,
4380,TX,Texas,36,H2TX36043,,Mike,Jackson,"Jackson, Mike",,R,10786,19.82%,,,,,,,,,,
4381,TX,Texas,36,H2TX36035,,Jim,Engstrand,"Engstrand, Jim",,R,5114,9.40%,,,,,,,,,,
4382,TX,Texas,36,H2TX36092,,Ky D.,Griffin,"Griffin, Ky D.",,R,4025,7.39%,,,,,,,,,,
4383,TX,Texas,36,H0TX18235,,"Charles B. ""Chuck""",Meyer,"Meyer, Charles B. ""Chuck""",,R,2156,3.96%,,,,,,,,,,
4384,TX,Texas,36,H2TX36068,,Kim,Morrell,"Morrell, Kim",,R,1930,3.55%,,,,,,,,,,
4385,TX,Texas,36,H2TX36050,,Lois Dickson,Myers,"Myers, Lois Dickson",,R,1558,2.86%,,,,,,,,,,
4386,TX,Texas,36,H2TX36076,,Jerry L.,Doyle,"Doyle, Jerry L.",,R,1479,2.72%,,,,,,,,,,
4387,TX,Texas,36,H2TX36126,,Keith,Casey,"Casey, Keith",,R,1225,2.25%,,,,,,,,,,
4388,TX,Texas,36,H2TX36100,,Daniel,Whitton,"Whitton, Daniel",,R,1110,2.04%,,,,,,,,,,
4389,TX,Texas,36,H2TX36118,,Tim,Wintill,"Wintill, Tim",,R,984,1.81%,,,,,,,,,,
4390,TX,Texas,36,n/a,,,,,Party Votes:,R,54433,,38850,,,,,,,,,
4391,TX,Texas,36,H2TX22118,,Max,Martin,"Martin, Max",,D,9869,100.00%,,,62143,26.58%,,,,,,
4392,TX,Texas,36,n/a,,,,,Party Votes:,D,9869,,,,,,,,,,,
4393,TX,Texas,36,H2TX36134,,Michael K.,Cole,"Cole, Michael K.",,LIB,*,,,,6284,2.69%,,,,,,"* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
4394,TX,Texas,36,n/a,,,,,District Votes:,,64302,,38850,,233832,,,,,,,
4395,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
4396,TX,Texas,H,n/a,,,,,Total State Votes:,,1837481,,233429,,7664208,,,,,,,
4397,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
4398,TX,Texas,S,S2TX00312,,Ted,Cruz,"Cruz, Ted",,R,480558,34.16%,631812,56.82%,4440137,56.46%,,,,,W,
4399,TX,Texas,S,S2TX00361,,David,Dewhurst,"Dewhurst, David",,R,627731,44.63%,480126,43.18%,,,,,,,,
4400,TX,Texas,S,S2TX00338,,Tom,Leppert,"Leppert, Tom",,R,187900,13.36%,,,,,,,,,,
4401,TX,Texas,S,S2TX00411,,Craig,James,"James, Craig",,R,50569,3.60%,,,,,,,,,,
4402,TX,Texas,S,S2TX00320,,Glenn,Addison,"Addison, Glenn",,R,23177,1.65%,,,,,,,,,,
4403,TX,Texas,S,S0TX00217,,Lela,Pittenger,"Pittenger, Lela",,R,18143,1.29%,,,,,,,,,,
4404,TX,Texas,S,S2TX00478,,Ben,Gambini,"Gambini, Ben",,R,7225,0.51%,,,,,,,,,,
4405,TX,Texas,S,S2TX00387,,Curt,Cleaver,"Cleaver, Curt",,R,6671,0.47%,,,,,,,,,,
4406,TX,Texas,S,S2TX00460,,Joe,Agris,"Agris, Joe",,R,4674,0.33%,,,,,,,,,,
4407,TX,Texas,S,n/a,,,,,Party Votes:,R,1406648,,1111938,,,,,,,,,
4408,TX,Texas,S,n/a,,,,,,,,,,,,,,,,,,
4409,TX,Texas,S,S2TX00429,,Paul,Sadler,"Sadler, Paul",,D,174772,35.13%,148940,63.03%,3194927,40.62%,,,,,,
4410,TX,Texas,S,S2TX00452,,Grady,Yarbrough,"Yarbrough, Grady",,D,128746,25.88%,87365,36.97%,,,,,,,,
4411,TX,Texas,S,S2TX00403,,Addie Dainell,Allen,"Allen, Addie Dainell",,D,113935,22.90%,,,,,,,,,,
4412,TX,Texas,S,S2TX00304,,Sean,Hubbard,"Hubbard, Sean",,D,80034,16.09%,,,,,,,,,,
4413,TX,Texas,S,n/a,,,,,Party Votes:,D,497487,,236305,,,,,,,,,
4414,TX,Texas,S,n/a,,,,,,,,,,,,,,,,,,
4415,TX,Texas,S,S2TX00502,,John Jay,Myers,"Myers, John Jay",,LIB,*,,,,162354,2.06%,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4416,TX,Texas,S,S2TX00494,,Robert D.,Butler,"Butler, Robert D.",,LIB,,,,,,,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4417,TX,Texas,S,S2TX00528,,Wayne,Huffman,"Huffman, Wayne",,LIB,,,,,,,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4418,TX,Texas,S,S2TX00254,,Scott,Jameson,"Jameson, Scott",,LIB,,,,,,,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4419,TX,Texas,S,S2TX00536,,S. Gopal,Raju,"Raju, S. Gopal",,LIB,,,,,,,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4420,TX,Texas,S,S8TX00244,,Jon,Roland,"Roland, Jon",,LIB,,,,,,,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4421,TX,Texas,S,S2TX00486,,David B.,Collins,"Collins, David B.",,GRE,*,,,,67404,0.86%,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4422,TX,Texas,S,S2TX00510,,Victoria Ann,Zabaras,"Zabaras, Victoria Ann",,GRE,,,,,,,,,,,,"* In Texas, the Green and Libertarian Parties nominated by convention on June 9, 2012, for U.S. Senate.   Convention nominees are noted with an asterisk."
4423,TX,Texas,S,n/a,,,,,Total State Votes:,,1904135,,1348243,,7864822,,,,,,,
4424,,,,n/a,,,,,,,,,,,,,,,,,,
4425,UT,Utah,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4426,UT,Utah,1,H2UT01094,(I),Rob,Bishop,"Bishop, Rob",,R,*,,,,175487,71.47%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4427,UT,Utah,1,H2UT01193,,Jacqueline B.,Smith,"Smith, Jacqueline B.",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4428,UT,Utah,1,H2UT01219,,Leonard Joe,Fabiano,"Fabiano, Leonard Joe",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4429,UT,Utah,1,H2UT01235,,Donna M.,McAleer,"McAleer, Donna M.",,D,3881,66.63%,,,60611,24.69%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4430,UT,Utah,1,H2UT01201,,Ryan,Combe,"Combe, Ryan",,D,1944,33.37%,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4431,UT,Utah,1,n/a,,,,,Party Votes:,D,5825,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4432,UT,Utah,1,H2UT01227,,Sherry,Phipps,"Phipps, Sherry",,CON,*,,,,9430,3.84%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4433,UT,Utah,1,n/a,,,,,District Votes:,,5825,,,,245528,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4434,UT,Utah,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4435,UT,Utah,2,H2UT02324,,Chris,Stewart,"Stewart, Chris",,R,*,,,,154523,62.17%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4436,UT,Utah,2,H2UT02332,,David,Clark,"Clark, David",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4437,UT,Utah,2,H2UT02340,,Milton Ray,Hanks,"Hanks, Milton Ray",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4438,UT,Utah,2,H2UT02316,,Howard,Wallack,"Wallack, Howard",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4439,UT,Utah,2,H2UT02282,,Cherilyn,Eagar,"Eagar, Cherilyn",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4440,UT,Utah,2,H2UT00013,,Jason,Buck,"Buck, Jason",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4441,UT,Utah,2,H2UT04049,,Bob,Fuehr,"Fuehr, Bob",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4442,UT,Utah,2,H2UT02274,,Chuck ,Williams,"Williams, Chuck ",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4443,UT,Utah,2,H2UT02365,,Jeramey,McElhaney,"McElhaney, Jeramey",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4444,UT,Utah,2,H2UT02290,,John W.,Willoughby,"Willoughby, John W.",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
